Date,Close/Last,Volume,Open,High,Low,Return,5_day,10_day,20_day,market_cap_b,buy,rsi,open-close,open-open
2021-12-01,104.87,1894779,110.98,111.95,104.79,-6.109999999999999,110.28,110.92,110.34,0.21028257342,0,41.03313840155947,1.8900000000000006,0.09000000000000341
2021-11-30,109.09,3091857,110.89,110.99,106.63,-1.7999999999999972,109.478,110.869,110.12899999999999,0.34285602273000004,0,57.324263038548764,-0.769999999999996,-1.2000000000000028
2021-11-29,111.66,2022941,112.09,112.81,110.29,-0.4300000000000068,109.274,111.06700000000001,110.10400000000001,0.22675145669,0,58.00981704596163,2.0799999999999983,-0.10999999999999943
2021-11-26,110.01,2045801,112.2,112.415,109.27,-2.1899999999999977,109.23799999999999,110.782,109.98599999999999,0.22953887220000002,1,51.61854768153983,-3.3100000000000023,-1.9200000000000017
2021-11-24,115.51,1546954,114.12,115.58,113.29,1.3900000000000006,110.22800000000002,111.08,110.2535,0.17653839048000003,0,61.98495163024008,-1.3100000000000023,3.530000000000001
2021-11-23,115.43,2724683,110.59,115.8,110.3,4.840000000000003,112.34,111.30999999999999,110.5735,0.30132269297000003,1,60.71297317162811,-0.5799999999999983,-3.2099999999999937
2021-11-22,111.17,3080316,113.8,114.405,109.79,-2.6299999999999955,112.756,111.117,110.70450000000001,0.3505399608,1,52.37336731443135,1.019999999999996,-1.2800000000000011
2021-11-19,112.78,6665150,115.08,116.84,110.92,-2.299999999999997,112.98000000000002,111.127,111.05049999999999,0.767025462,0,49.86586183769283,-4.439999999999998,-2.1500000000000057
2021-11-18,119.52,4928784,117.23,119.98,115.72,2.289999999999992,114.88199999999999,112.05999999999999,111.62299999999998,0.5778013483200001,0,59.646701628484685,0.710000000000008,-2.5459999999999923
2021-11-17,116.52,3978877,119.776,123.36,115.905,-3.256,115.08399999999999,112.65599999999999,111.98549999999997,0.476573971552,1,54.38778151695574,4.756,3.8759999999999906
2021-11-16,115.02,2174797,115.9,116.26,114.28,-0.8800000000000097,115.002,113.671,112.29549999999999,0.2520589723,1,52.394014962593516,0.45000000000000284,-1.0499999999999972
2021-11-15,115.45,1731678,116.95,117.97,115.03,-1.5,115.85799999999999,114.30699999999999,112.58800000000001,0.20251974209999998,0,53.45300423834455,1.4500000000000028,0.9200000000000017
2021-11-12,115.5,1301540,116.03,116.5,114.68,-0.5300000000000011,116.402,114.691,112.87899999999999,0.1510176862,0,57.04804884523494,0.5600000000000023,-0.7199999999999989
